kepid,kepoi_name,label,fp_subtype,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration
11611275,K04234.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.94245216,135.95819,3.491
11612280,K04304.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.4061364,137.7073,4.882
11444514,K04371.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,66.373298,174.01595,8.559
9886361,K02732.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,13.61165024,144.16808,7.617
9702006,K04372.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.24564633,137.16241,2.459
6587002,K00612.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,122.0804953,155.02532,4.054
11718389,K04444.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.94373492,135.25897,1.847
10329196,K04446.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,85.7567919,162.71914,5.695
10604592,K04447.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.18660188,131.94832,1.585
9285568,K04241.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.55315031,132.44849,1.849
7604328,K02458.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.936587946,133.03618,1.8952
7103919,K04310.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.7769944,140.2902,2.616
10722485,K04312.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.84931877,134.8747,3.747
6937529,K04382.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.94648935,132.42208,3.155
5177859,K04246.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.98472143,135.99731,2.724
9883606,K04383.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.34195312,134.18767,2.598
5860968,K04384.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,122.358116,134.3477,10.768
3645438,K04385.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.298142,137.85674,3.024
8480582,K04386.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,18.5010898,149.17569,3.179
11125613,K02485.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.60082855,134.037,1.938
10525049,K04252.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,15.5714121,136.58529,2.294
9896018,K02579.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.59645081,132.77209,2.661
5095082,K04320.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.6579443,145.6348,8.798
11560897,K02365.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,110.978266,147.0226,11.312
6752002,K04184.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.08003714,136.88262,1.308
7257966,K04185.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.035206175,132.3291,0.6182
10407482,K04255.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.30558387,131.53058,2.619
5371777,K04327.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,0.991659646,131.53686,2.215
6879171,K04188.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.96352699,133.01717,3.192
9897364,K04189.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,64.2729088,186.7353,12.136
12505503,K04190.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.4327371,132.92055,4.001
10526887,K04261.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.450889836,132.2306,1.753
11125613,K02485.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.72716067,133.96409,2.23
8733898,K02842.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.036208739,134.06146,0.9324
9828127,K04192.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,18.0541469,147.7943,4.587
5644412,K04194.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.538185321,132.49067,1.683
10730070,K04335.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.61758198,137.50008,3.545
2831055,K04400.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.20923119,131.90288,2.392
7703882,K04403.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.88350251,136.9451,2.556
5340878,K04199.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,0.539915033,131.55207,1.1466
7450747,K04267.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.20829637,131.63091,2.841
7826620,K04268.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,0.849906734,131.6741,1.141
8890924,K04269.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,26.6565737,131.59433,4.954
8573193,K04337.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.18504859,134.554,4.673
7673841,K02585.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.42317343,135.15208,2.341
5084171,K04202.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,153.979362,165.491,9.028
11968463,K02433.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,56.4148314,163.128,8.075
10593535,K04204.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.9254083,134.8986,6.783
5959719,K02498.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,13.0600399,144.33107,2.851
9701962,K04617.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,27.4784659,148.6101,7.5
5977470,K04550.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,140.251943,175.137,6.576
11284772,K04622.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,207.24785,213.03458,6.159
6153407,K03179.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.99078221,134.53899,1.699
11519187,K04625.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.440839436,133.8407,0.968
8417078,K04693.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,23.6223571,146.9643,6.852
9898017,K04484.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.29794819,131.49826,2.84
6278762,K03158.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.54586982,131.52442,1.756
4556468,K04491.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,114.336052,216.7966,14.077
7747457,K04561.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.5184181,132.138,2.842
10026502,K04706.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,101.952048,206.3499,5.991
9002278,K00701.05,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,12.4418003,134.6507,3.572
11650401,K04566.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.94660745,132.24892,2.705
6278762,K03158.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.18943952,134.78,2.3316
9100953,K04500.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.70179611,138.24633,3.048
6761777,K04571.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,47.3128645,146.3073,11.444
9412623,K04640.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.1082945,131.8756,3.493
4735826,K03184.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.545922037,134.4902954,4.0329
7778621,K04725.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.28171395,137.30085,1.723
9100953,K04500.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,44.9851885,150.5703,4.164
6278762,K03158.04,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.74347801,135.09417,2.7878
4545570,K04506.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.60473115,131.62861,2.885
11671579,K04510.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.17624997,133.7381,5.261
9216775,K04513.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.91794676,132.86384,2.549
6278762,K03158.05,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.74048508,134.87916,1.6993
9009036,K04585.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.76289308,135.6771,6.204
2857607,K04659.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,41.8681996,146.9767,5.783
5962262,K04661.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.61742738,133.50863,2.713
7429240,K04450.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,196.436796,173.692,8.556
5003670,K04524.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.99144696,136.25855,3.639
7133294,K04473.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,13.6471211,132.2552,8.331
4381429,K04474.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,16.473474,142.68604,4.201
10220837,K04613.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.962282625,131.53585,1.45
6278762,K03158.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.60011712,133.25983,2.396
6276791,K04477.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.32867952,135.87513,1.572
8636600,K04478.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.38671206,131.52991,1.201
9447166,K03296.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,62.869463,166.0137,6.842
8151055,K03298.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,29.9632816,149.94353,2.6
3348082,K01196.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,11.63486009,140.50071,5.466
10615440,K04765.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.8118317,137.13426,2.627
7510820,K03303.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,29.3493852,148.46564,4.313
7983117,K03214.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,11.49500229,141.27511,7.602
6880517,K03305.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,65.6491001,174.79319,7.298
6615511,K03306.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,25.1593389,153.0404,5.198
3632089,K03308.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,31.7787564,136.76929,8.093
8397947,K04772.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.0194714,139.9234,5.92
9569711,K03232.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.05919881,133.67437,1.365
12314973,K00279.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.5143967,136.1851,4.865
3348082,K01196.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,33.1981761,142.09873,4.709
3632089,K03308.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.32784157,133.55005,4.696
12735830,K03311.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,31.827649,134.59995,1.639
6592335,K04777.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,0.824000125,131.80421,0.855
10057494,K03234.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.41810158,132.38894,2.144
6587796,K03237.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,33.4203001,159.1401,5.307
8554701,K03315.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,31.1748311,159.10049,3.79
9031209,K03316.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,47.0568476,161.05864,5.2232
8073705,K03245.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.60052083,132.98523,4.509
4271474,K03324.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,21.8634638,145.2419,3.542
11497958,K01422.04,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,63.3354719,162.6161,3.651
9885417,K03246.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,0.689967868,131.63498,1.1688
8331612,K03318.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,13.8353959,134.3082,4.961
5965819,K03319.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,19.5906103,144.65969,6.745
5965819,K03319.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.23983041,137.75528,5.619
8183288,K03255.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,66.6504521,171.18229,5.744
5965819,K03319.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.54553077,132.37486,4.143
8280511,K01151.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.24970432,135.46911,2.746
12156174,K03260.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,56.6746666,160.44836,5.516
4736644,K03330.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,16.2951259,144.80425,3.678
12055539,K03261.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,12.27057043,137.57434,3.002
12056139,K03262.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,13.2274753,137.71768,6.356
9021075,K04733.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.28116667,132.7518,2.716
4473613,K04803.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.36125889,132.53228,2.174
8826007,K03266.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,54.5091549,140.82739,5.125
8620402,K03267.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,14.1959621,137.01221,3.605
7285757,K03271.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,19.5489666,149.78882,1.78
5280587,K03274.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,35.6225528,141.4514,4.845
4138008,K04742.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,112.303136,230.4383,5.869
3120904,K03277.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,42.9136635,139.88848,5.227
11757451,K04745.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,177.668663,264.2428,9.298
8047428,K04747.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,92.263742,146.4247,8.605
11513486,K04748.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.64754478,137.13371,1.961
11189311,K03220.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,81.4160138,160.86387,14.175
3544640,K03279.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,30.8278245,143.1448,4.214
10653179,K03280.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,47.1607932,150.25797,4.003
12066569,K03282.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,49.2768448,157.02073,3.787
6497146,K03284.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,35.2330694,135.36477,3.674
8016691,K03286.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,18.1373788,136.8106,3.844
6584273,K03287.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,51.1104797,143.77855,7.712
5768816,K03288.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,47.9869119,160.65401,5.342
6368175,K03503.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,21.1876185,148.8101,3.69
4939346,K01873.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,34.9168399,157.6693,7.343
11455428,K03365.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,22.1270885,144.93039,4.472
6265665,K03436.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,44.2018402,163.21471,4.949
4645174,K03437.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,15.0330623,131.89493,6.326
11657614,K03370.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.94228603,133.804,2.169
9785921,K03372.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,26.7575866,137.28717,5.858
6599975,K03438.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,14.5565618,141.03671,4.554
4282191,K03439.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,41.7084063,153.53793,8.567
3559860,K03440.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,33.0257179,161.01,6.032
9967771,K01875.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,0.53835407,131.64999,1.5045
6705026,K03374.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.5084871,140.5602,4.372
6779726,K03375.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,47.0563327,173.9653,4.807
7288306,K03443.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,96.169569,170.2581,7.496
11860395,K03445.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,82.303914,159.0461,15.404
9529744,K01806.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,17.9346606,138.21679,6.25
2995392,K03379.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,30.4544418,140.76863,6.896
8078502,K03383.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,37.8862977,133.03141,5.218
6975129,K01628.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.772451066,132.08668,2.4592
8644365,K03384.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,19.9158863,139.36828,6.191
6364582,K03456.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,30.8609783,138.31416,4.216
9529744,K01806.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.37159554,137.68075,5.252
10328393,K01905.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,15.99560373,144.2399,3.471
6118370,K03458.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,14.0328775,138.0603,6.684
2717158,K03459.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,13.2226149,144.295,4.337
11521793,K00352.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,16.00747237,142.63787,1.267
9085563,K03393.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,54.6493679,176.0447,7.962
11337372,K01650.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,100.8276725,216.38757,8.39
9763612,K03465.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,16.0505464,141.73408,3.171
3561464,K03398.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.31945294,137.22065,4.881
3561464,K03398.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,35.8007112,144.92169,8.219
5213404,K03468.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.7057153,139.9803,9.678
11551692,K01781.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,58.0198583,151.85007,5.348
5531953,K01681.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.992812339,131.70565,2.066
11754430,K03403.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,39.818832,166.65072,10.757
9995771,K03470.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,25.4337864,143.1302,6.514
5213230,K03474.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,52.6095103,158.6253,8.202
3326377,K01830.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,198.7106251,156.51819,8.638
10922659,K03335.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,31.2543238,155.047,5.662
6021275,K00284.04,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,110.2867031,239.22128,4.427
7869917,K01525.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,11.8061737,138.2641,4.472
11754430,K03403.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.15828666,135.4969,6.329
8409295,K03404.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,82.292865,212.0314,7.048
7131760,K03407.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,92.436978,163.5794,6.432
11853878,K01833.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.68433346,133.36007,1.4346
9285265,K03410.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,16.5860329,133.28136,7.043
5780930,K03412.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,16.7525077,131.59834,3.174
7288444,K03482.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,15.3317719,142.5217,5.467
10881457,K03484.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,84.704139,152.1832,10.393
11810124,K03344.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,11.6044881,139.05603,3.409
3433668,K03415.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,15.0219784,143.6989,5.068
7503885,K03417.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,91.078624,213.7723,10.304
3629330,K03418.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,85.272459,182.3725,13.31
11853878,K01833.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.70940795,137.12208,1.622
11810124,K03344.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.63898953,131.78562,2.252
11303322,K03345.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,38.1303324,159.3878,6.53
11241912,K03346.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,14.42735088,138.84024,4.857
8824737,K03347.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,12.90235874,139.15105,2.446
9349757,K03348.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,36.4337867,132.90573,4.388
7703955,K01707.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,265.47847,151.0673,10.28
8880123,K03493.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,46.7162336,145.5064,7.259
8636333,K03349.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,82.175197,197.20187,8.664
8081239,K03352.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.35857039,138.30794,2.577
3745559,K03423.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,30.2541186,136.63873,2.134
9117416,K03425.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.034708,145.4541,6.49
9117416,K03425.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.15722086,131.69915,3.762
7517261,K03496.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,23.2385587,143.5274,8.432
8424002,K03497.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.35971899,134.29123,2.1521
10657406,K01837.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.682934607,131.96807,1.8846
7091432,K03353.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,11.55532445,134.12977,3.499
6368230,K03356.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,26.0841212,149.4437,6.141
9027909,K03428.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,64.6589166,170.17972,7.71
9230021,K03429.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.74192361,135.42727,4.235
8552719,K01792.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.10969334,133.06566,5.3181
6058816,K03500.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,73.7502765,188.52221,13.309
6619815,K03361.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,65.9407869,231.97155,7.776
11651712,K03363.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,14.53260546,140.4685,2.4212
9896558,K01718.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,153.348739,190.5347,12.205
8738775,K03432.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,48.0506878,140.514,7.999
3728432,K03893.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.90863457,133.92971,1.7704
6696580,K02092.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,77.086191,202.7483,4.77
9892816,K01955.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.644221032,131.75241,2.9122
5384079,K02011.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,17.2653659,135.3549,5.02
11709124,K00435.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,33.0405509,161.22146,3.3613
9480535,K03901.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,160.130899,203.47424,13.775
3128552,K02055.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.02582434,135.42508,2.8059
9892816,K01955.04,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,26.2347447,141.99379,3.536
4150804,K03678.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,160.88451966,277.504342,10.8771
9025971,K03680.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,141.2415405,256.205347,6.7645
2581316,K03681.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,217.83184293,238.820035,21.306
2581554,K03835.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,47.1484324,175.2689,3.1347
3128552,K02055.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.50475282,133.63645,2.376
10363115,K03908.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,59.3627946,184.14711,13.972
9761615,K03911.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.79110997,131.95636,2.0917
2581316,K03681.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.51421162,134.56738,3.877
10795103,K03683.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,214.3120439,336.330158,16.2938
8494410,K03685.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.2593226,131.71082,6.1394
5784777,K03916.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.33905606,132.14193,1.6415
6949061,K01960.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,23.2218115,151.06904,2.744
7102316,K02028.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,142.545,202.88,8.75
11518142,K03762.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,240.7990472,334.14037,16.666
10788461,K03925.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.2075634,135.801,3.365
10788461,K03925.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.5903958,132.3011,2.088
10788461,K03925.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.3235335,133.0952,2.714
12784167,K03848.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.847892736,132.19915,1.8904
11253711,K01972.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.226223959,132.6827,2.1689
9489524,K02029.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.8873113,132.0711,2.214
11709124,K00435.04,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.93276627,134.64964,2.9403
8505920,K02094.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,198.680859,270.66535,8.282
4242692,K03928.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.138548215,132.46205,2.1482
6105462,K02098.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,89.7224125,163.15815,10.963
8257205,K01986.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.12766417,136.00586,2.491
4164922,K03864.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.210693626,132.39306,1.434
12061969,K02061.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.090011003,131.58066,1.5
10328393,K01905.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,34.2115022,154.57508,4.947
5437945,K03791.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,440.7843755,139.3535,21.693
9353742,K03867.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,0.938750221,131.68256,1.3568
9101496,K01915.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,67.844689,149.5007,11.757
11450414,K01992.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,27.3214242,154.29833,4.836
